fid;Norm Integrate;Norm Integrate;Norm Public Green;Norm Public Area;Norm public amenities;PM10_normnew;PM25_normnew;NO2_normnew;SO2_normnew;BAP_normnew;BZN_normnew;Treec_norm;Buildings_clipped_intersected_NEW_pc;n_weighed_uniq_bio_hab;Normalized_eco_corr_overlap_area;N_round_m_floodpplain biotope value;Floodplain_restoration_rounded;Percentage_habitat_n;n_w_length;majority_value;Imper_norm;LST_norm;Floodplain Norm;NDVI_norm
550;0,1246;0,1246;0,0000;0,5320;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6730;0,8840;0,0000;0,4660
551;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9620
552;0,0131;0,0131;0,0000;0,5260;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6030
553;0,0000;0,0000;0,0000;0,5260;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6030
554;0,0496;0,0496;0,0000;0,5260;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,5200
555;0,0000;0,0000;0,0000;0,5260;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8170;0,8840;0,0000;0,4280
556;0,0534;0,0534;0,0000;0,5260;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1870;0,8840;0,0000;0,3010
557;0,2180;0,2180;0,0000;0,6580;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0940;0,8840;0,0000;0,3630
558;0,0499;0,0499;0,0000;0,6580;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1840
559;0,0135;0,0135;0,0000;0,6580;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0310;0,8840;0,0000;0,3640
560;0,0000;0,0000;0,0000;0,6580;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3440;0,8840;0,0000;0,2150
561;0,0116;0,0116;0,0000;0,6580;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1750
562;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;0,8840;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1970
563;0,0867;0,0867;0,0000;0,4450;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,2470
564;0,0108;0,0108;0,0000;0,2310;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6250;0,8840;0,0000;0,5070
565;0,5743;0,5743;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2240;0,8840;0,0000;0,3910
566;0,3543;0,3543;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6090;0,8840;0,0000;0,4920
567;0,5298;0,5298;0,0000;0,1220;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9940;0,8840;0,0000;0,5650
568;0,1588;0,1588;0,0000;0,0530;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8090
569;0,3772;0,3772;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8220;0,8840;0,0000;0,5360
570;0,2026;0,2026;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,5770
571;0,0772;0,0772;0,0000;0,0930;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4170;0,8840;0,0000;0,4390
572;0,1326;0,1326;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4690;0,8840;0,0000;0,4890
573;0,0000;0,0000;0,0000;0,0110;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,4180
574;0,0234;0,0234;0,0000;0,0260;0,4000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8460
575;0,0740;0,0740;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4060;0,8840;0,0000;0,5730
576;0,0249;0,0249;0,0000;0,1290;0,4000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8430
577;0,0234;0,0234;0,0000;0,1310;0,6000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8300
578;0,0342;0,0342;0,0000;0,1660;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9120;0,0000;0,8970
579;0,0000;0,0000;0,0000;0,1340;0,8000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9190
580;0,0000;0,0000;0,0000;0,1530;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8900;0,0000;0,9500
581;0,2570;0,2570;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,7270
582;0,0175;0,0175;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,7130
583;0,0623;0,0623;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,7500
584;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,6860
585;0,0000;0,0000;0,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,1470;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1460
586;0,0000;0,0000;0,0429;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2500;0,6840;0,0000;0,3110
587;0,0000;0,0000;0,0429;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1560
588;0,0032;0,0032;0,0429;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,5810;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,6840;0,0000;0,3920
589;0,0323;0,0323;0,0429;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,6380;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4490;0,6780;0,0000;0,4050
590;0,0000;0,0000;0,0357;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6660;0,0000;0,1500
591;0,0337;0,0337;0,0429;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,1780;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0940;0,6540;0,0000;0,3990
592;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0940;0,6450;0,0000;0,3160
593;0,0023;0,0023;0,0000;0,0110;0,2000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,7630;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2810;0,6640;0,0000;0,4460
594;0,0000;0,0000;1,0000;0,0050;0,2000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,7670;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4810;0,6500;0,0000;0,4690
595;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1090
596;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1620
597;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2670
598;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1750
599;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1250
600;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,0950
601;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1770
602;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1460
603;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1010
604;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1750
605;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1250
606;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1270
607;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1050
608;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,0560
609;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1230
610;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1220
611;0,2647;0,2647;0,0000;0,0530;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2500;0,8840;0,0000;0,3410
612;0,1528;0,1528;0,0000;0,0640;0,4000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4810;0,8840;0,0000;0,5430
613;0,2564;0,2564;0,0000;0,0640;0,4000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6560;0,8840;0,0000;0,5260
614;0,0527;0,0527;0,0000;0,0530;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9980;0,8840;0,0000;0,4300
615;0,0000;0,0000;0,0000;0,0530;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9410
616;0,0745;0,0745;0,0000;0,0530;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8030
617;0,3013;0,3013;0,0000;0,1470;0,6000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4690;0,8840;0,0000;0,5700
618;0,1037;0,1037;0,0000;0,2310;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9690;0,8840;0,0000;0,6110
619;0,0646;0,0646;0,0000;0,0530;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6990
620;0,0626;0,0626;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,5340
621;0,5627;0,5627;0,0000;0,2310;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3120;0,8840;0,0000;0,4120
622;0,2534;0,2534;0,0000;0,0530;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3120;0,8840;0,0000;0,4200
623;0,0108;0,0108;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,3560
624;0,0703;0,0703;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9370;0,8840;0,0000;0,6200
625;0,3003;0,3003;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2190;0,8840;0,0000;0,4020
626;0,0107;0,0107;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2190;0,8840;0,0000;0,4950
627;0,1065;0,1065;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5740;0,8840;0,0000;0,4090
628;0,0107;0,0107;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,3940
629;0,0695;0,0695;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8200
630;0,3595;0,3595;0,0000;0,1340;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8670
631;0,0204;0,0204;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9090;0,8840;0,0000;0,7270
632;0,0925;0,0925;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7860
633;0,0254;0,0254;0,0000;0,1370;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9640
634;0,0254;0,0254;0,0000;0,1400;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9080
635;0,0000;0,0000;0,0000;0,1400;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8960
636;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9310
637;0,0000;0,0000;0,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1870
638;0,0000;0,0000;0,0284;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6780;0,0000;0,1710
639;0,0000;0,0000;0,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7890;0,6520;0,0000;0,4940
640;0,0370;0,0370;0,5142;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,8020;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,3520
641;0,0356;0,0356;0,5142;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2370
642;0,1545;0,1545;0,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8120;0,6450;0,0000;0,6420
643;0,0455;0,0455;1,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4490;0,6450;0,0000;0,5360
644;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1040
645;0,0720;0,0720;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2120
646;0,0503;0,0503;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1900
647;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1370
648;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2620
649;0,0129;0,0129;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1300
650;0,0129;0,0129;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1060
651;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1380
652;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,0350
653;0,1364;0,1364;0,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;1,0000;0,0000;0,0000;0,0000;0,7000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2850
654;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,9300;1,0000;0,0000;0,0000;0,0000;0,1000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2930
655;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1800
656;0,0147;0,0147;0,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1740
657;0,0000;0,0000;0,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,2170;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2860
658;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,1430;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2110
659;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1150
660;0,1453;0,1453;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,2460
661;0,0000;0,0000;1,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6450;0,0000;0,1040
